,id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
647537,647537,4900,3,14.49,168.64,C,C4,93520,10+ years,0,39728,1,2016/7/1,0,0,453,14,20.82,1,695,699,10,0,0,3054,37.2,18,0,0,2011/1/19,2,1,0,2,2,2,2,3,6,7,11,2,10,0,0,0,2
667897,667897,7000,3,8.19,219.97,A,A5,106121,10+ years,0,56514.36,0,2015/1/1,0,2,195,38,9.94,0,685,689,9,0,0,13736,75.1,27,0,0,2011/1/20,5,1,0,2,6,6,2,3,19,6,7,6,9,0,0,0,3
450379,450379,26750,5,22.2,741.86,E,E4,268556,3 years,1,91000,2,2013/8/1,1,0,107,30,10.44,0,670,674,10,0,0,10234,78.1,21,1,0,2011/1/21,51,1,1,6,7,7,6,9,6,8,13,7,10,0,0,0,1
131753,131753,6000,3,15.05,208.14,C,C4,366618,4 years,1,25000,1,2017/11/1,0,4,172,13,23.86,1,670,674,11,0,0,6014,44.2,27,0,0,2011/1/22,4,1,4,1,8,8,2,6,4,10,23,8,11,0,0,0,2
268004,268004,20000,3,16.55,708.59,D,D2,675,9 years,1,62000,2,2015/6/1,0,0,362,35,22.38,0,665,669,9,0,0,32863,83.4,25,1,0,2011/1/23,0,1,0,4,6,6,4,7,7,8,17,6,9,0,0,0,3
167191,167191,32400,5,19.52,849.78,E,E2,1915,< 1 year,0,96000,2,2014/9/1,0,0,64,14,12.8,0,685,689,8,0,0,31771,87,26,0,0,2011/1/24,0,1,0,4,4,4,6,11,10,6,13,4,8,0,0,0,2
89222,89222,1800,3,12.49,60.21,B,B5,6413,2 years,1,30000,0,2014/10/1,0,5,646,8,18.2,0,680,684,9,0,0,13262,65.3,18,1,0,2011/1/25,6,1,0,5,5,5,6,11,3,8,14,5,9,0,0,0,2
229322,229322,7000,3,16.29,247.11,D,D1,97,5 years,1,61000,2,2016/2/1,0,6,138,0,14.68,1,685,689,5,0,0,994,41.5,7,0,1,2011/1/26,7,1,0,3,3,3,3,5,2,3,5,3,5,0,0,0,0
114335,114335,2800,3,13.59,95.15,C,C2,7393,1 year,1,39000,0,2017/9/1,1,0,186,9,0.77,0,680,684,9,0,0,673,67.3,9,0,0,2011/1/27,0,1,0,1,1,1,1,1,7,2,2,1,9,0,0,0,0
338031,338031,7000,3,11.99,232.47,C,C1,5347,2 years,0,46000,1,2015/12/1,0,0,62,13,8.35,0,680,684,7,2,0,5598,43.4,14,0,0,2011/1/28,0,1,0,3,4,4,4,8,3,6,11,4,7,0,0,0,2
518590,518590,12000,5,16.29,293.67,D,D2,399,2 years,0,46000,1,2014/7/1,0,4,83,15,17.38,0,665,669,28,0,0,20889,75.1,56,1,0,2011/1/29,4,1,0,4,5,5,6,12,36,8,18,6,28,0,0,0,3
69885,69885,1000,3,11.22,32.85,B,B5,976,7 years,1,30000,1,2015/12/1,0,2,230,2,17.32,0,665,669,6,0,0,3244,16.1,21,0,0,2011/1/30,5,1,0,3,4,4,3,6,9,5,12,4,6,0,0,0,5
363172,363172,35000,5,12.12,780.68,B,B3,224023,10+ years,1,77000,2,2012/4/1,0,0,287,9,11.08,0,750,754,11,0,0,8285,18,31,1,0,2011/1/31,59079,1,,,,,,,,,,,,,,,
12328,12328,4000,3,11.22,131.38,B,B5,13418,10+ years,0,79000,0,2015/12/1,0,0,53,19,14.16,5,685,689,12,0,0,14204,39.7,21,1,0,2011/2/1,0,1,0,2,5,5,2,5,2,10,17,5,10,0,2,0,1
495433,495433,35000,5,17.86,886.11,D,D5,10454,< 1 year,2,100000,2,2015/2/1,0,0,172,13,35.82,0,755,759,9,0,0,90939,20.9,33,1,0,2011/2/2,0,1,0,2,4,4,3,10,16,5,14,4,9,0,0,0,4
491946,491946,12000,3,16.29,423.61,D,D2,1283,2 years,1,39600,2,2014/9/1,1,0,166,8,14.12,0,700,704,3,0,0,4930,89.6,8,0,0,2011/2/3,0,1,0,1,1,1,2,2,5,2,2,1,3,0,0,0,2
687798,687798,18225,3,7.9,570.27,A,A4,297898,10+ years,1,50000,2,2013/5/1,0,0,412,13,15.94,0,720,724,12,0,0,16934,39.5,41,0,0,2011/2/4,467,1,0,5,8,8,6,23,3,11,38,8,12,0,0,0,0
173135,173135,20000,3,7.62,623.23,A,A3,232777,5 years,0,208000,2,2013/1/1,0,2,242,8,7.17,0,740,744,7,0,0,8469,11,15,1,0,2011/2/5,48947,1,1,3,3,3,4,4,5,5,7,3,7,0,0,0,1
689020,689020,10000,3,14.08,342.17,C,C3,120738,5 years,0,91000,0,2017/7/1,0,5,188,23,9.28,0,685,689,10,2,2,3952,16.5,25,0,0,2011/2/6,6,1,0,3,4,4,5,7,9,7,14,4,10,0,0,0,3
627121,627121,9600,3,13.35,325.09,C,C2,9155,7 years,1,67000,0,2014/6/1,0,0,41,25,16.71,0,665,669,6,1,1,4603,60,16,1,0,2011/2/7,0,1,0,1,4,4,2,6,3,4,13,4,6,,0,0,1
599219,599219,2000,3,18.49,72.8,D,D2,293336,5 years,0,63000,2,2013/6/1,1,0,30,20,20.88,2,665,669,6,1,0,3156,85.3,13,0,0,2011/2/8,0,1,1,2,2,2,2,2,4,3,5,2,6,0,0,0,0
673376,673376,13000,3,8.99,413.34,B,B1,354983,10+ years,2,45000,0,2016/9/1,0,4,555,37,25.04,0,700,704,13,1,1,19051,38,23,0,0,2011/2/9,4,1,0,8,11,11,8,8,8,11,14,11,13,0,0,0,2
505986,505986,6000,3,14.31,205.98,C,C4,175865,10+ years,0,30850,1,2014/11/1,0,0,640,17,23.66,0,715,719,9,0,0,25013,86,22,0,0,2011/2/10,0,1,0,3,5,5,4,10,4,8,15,5,9,0,0,0,2
301710,301710,9000,3,10.75,293.59,B,B4,318,10+ years,1,63000,1,2016/2/1,0,0,141,13,16.63,0,715,719,17,0,0,18930,60.1,24,0,0,2011/2/11,0,1,0,7,12,12,7,8,4,14,17,12,17,0,0,0,1
508736,508736,35000,3,15.22,1217.07,C,C3,274176,4 years,2,130000,2,2013/8/1,0,4,566,30,6.44,0,680,684,7,0,0,25165,65.6,9,1,0,2011/2/12,585,1,0,4,4,4,5,6,1,6,7,4,7,0,0,0,2
638701,638701,30000,3,9.93,967.03,B,B2,153,3 years,2,120000,1,2018/1/1,0,0,143,8,12.57,0,700,704,9,0,0,28295,68.2,21,0,0,2011/2/13,0,1,0,6,6,6,7,9,4,7,12,6,9,0,0,0,0
10462,10462,9375,3,15.61,327.8,D,D1,21727,9 years,1,38000,1,2015/10/1,1,4,56,8,28.58,1,705,709,14,2,0,4777,25.9,22,0,0,2011/2/14,4,1,0,4,5,5,6,10,5,11,16,5,14,0,0,0,4
541522,541522,3000,3,12.99,101.07,C,C2,54,,2,45000,2,2016/3/1,0,5,361,8,11.16,3,660,664,5,0,0,1721,24.9,16,0,0,2011/2/15,6,1,4,2,2,2,3,6,2,4,8,2,5,0,0,2,2
276972,276972,3600,3,17.1,128.53,C,C5,77025,10+ years,0,85000,1,2013/11/1,1,9,165,17,11.48,0,685,689,9,0,0,11199,83.6,24,1,0,2011/2/16,10,1,0,2,6,6,2,8,9,6,13,6,9,0,0,0,3
385217,385217,8500,3,22.35,326.16,D,D5,6757,10+ years,0,70000,2,2018/8/1,0,0,195,38,25.08,2,690,694,7,0,0,1334,27.8,8,0,0,2011/2/17,0,1,1,2,2,2,2,2,4,2,2,2,7,0,0,1,5
718975,718975,18000,5,13.33,412.61,C,C3,11089,4 years,1,41907,2,2015/4/1,1,4,672,39,26.74,0,670,674,32,0,0,16978,44.4,44,0,0,2011/2/18,4,1,2,9,16,16,18,22,10,30,34,16,32,0,0,0,4
353701,353701,5000,3,9.17,159.4,B,B2,84308,1 year,1,46000,0,2015/4/1,0,0,92,18,4.88,1,675,679,8,0,0,3986,38.3,22,1,0,2011/2/19,0,1,2,1,2,2,2,5,6,6,16,2,7,0,0,0,3
325784,325784,10000,3,10.99,327.34,B,B4,6965,6 years,0,40500,0,2015/4/1,0,0,577,3,26.25,1,670,674,6,2,0,7216,61.7,9,1,0,2011/2/20,0,1,0,1,3,3,1,2,4,3,4,3,6,0,0,0,0
69618,69618,20000,3,13.49,678.61,C,C2,375000,10+ years,0,163000,0,2016/11/1,0,2,137,32,27.57,0,705,709,13,1,0,10526,44.8,21,0,0,2011/2/21,5,1,0,1,3,3,2,2,13,4,6,3,13,0,0,0,5
77820,77820,15000,3,9.44,480.08,B,B1,113226,7 years,0,58000,0,2018/1/1,0,0,277,8,22.7,0,725,729,10,0,0,11321,33.3,27,0,0,2011/2/22,0,1,0,3,6,6,3,9,9,8,18,6,10,0,0,0,0
118550,118550,19000,3,7.89,594.43,A,A5,13809,< 1 year,1,65000,0,2015/3/1,0,0,429,8,20.32,0,665,669,12,0,0,24137,55.7,19,0,0,2011/2/23,0,1,0,7,7,7,7,10,3,10,16,7,12,0,0,0,4
748757,748757,12000,5,12.99,272.98,C,C1,20607,10+ years,2,120000,1,2014/10/1,0,4,25,13,8.33,1,685,689,10,1,0,6139,38.4,27,1,0,2011/2/24,4,1,0,2,4,4,3,4,6,7,17,4,10,0,0,0,1
202192,202192,24000,3,10.42,779.16,B,B3,139555,1 year,0,72500,1,2017/6/1,0,0,32,21,20.91,3,680,684,17,0,0,7460,78.5,38,1,1,2011/2/25,0,1,2,5,5,5,7,22,10,7,27,5,17,0,0,1,0
448219,448219,12000,3,15.99,421.83,C,C5,857,6 years,0,125000,1,2016/11/1,0,0,108,21,16.11,0,680,684,21,0,0,33184,50.3,44,0,0,2011/2/26,0,1,0,9,15,15,10,17,3,18,37,15,21,0,0,0,4
265814,265814,23000,3,11.55,759,B,B3,54,,0,60000,2,2013/9/1,0,0,375,2,25.4,0,715,719,10,0,0,22263,79.3,23,0,0,2011/2/27,38,1,0,4,5,5,4,10,6,8,15,5,10,0,0,0,1
289394,289394,14000,3,11.14,459.28,B,B2,284407,10+ years,1,67490,2,2013/2/1,0,0,48,10,21.73,0,720,724,10,0,0,34099,82.6,32,1,0,2011/2/28,342,1,0,3,4,4,6,12,12,8,15,4,10,0,0,0,0
525201,525201,35000,5,23.28,992.31,F,F2,290249,6 years,2,150000,2,2013/7/1,0,12,255,9,14.14,0,695,699,12,0,0,42545,82.4,29,1,0,2011/3/1,514,1,0,6,7,7,7,15,6,8,18,7,12,0,0,0,3
258214,258214,19325,5,29.96,624.76,G,G4,82,3 years,0,70000,2,2016/7/1,1,0,190,17,24.12,0,680,684,17,0,0,23313,92.5,34,0,0,2011/3/2,0,1,0,4,5,5,4,6,20,5,10,5,17,0,0,0,5
626194,626194,8000,3,9.16,255,B,B2,32,8 years,1,35000,1,2016/2/1,0,0,253,21,10.77,1,660,664,5,0,0,11164,56.7,12,0,0,2011/3/3,0,1,0,1,3,3,1,3,2,5,10,3,5,0,0,0,1
496569,496569,6500,3,12.99,218.98,C,C2,393,6 years,1,45000,2,2016/3/1,0,4,48,10,11.79,1,685,689,11,1,0,4567,20.9,15,0,0,2011/3/4,4,1,2,4,7,7,5,5,3,10,10,7,11,0,0,1,3
41373,41373,10150,3,6.62,311.65,A,A2,325910,4 years,1,52000,0,2012/12/1,0,4,533,15,17.49,1,740,744,11,0,0,12741,23.3,27,0,0,2011/3/5,6180,1,0,3,4,4,6,10,5,10,16,4,11,0,0,0,3
659629,659629,35000,5,22.47,976.04,E,E5,54,3 years,0,185000,1,2013/6/1,0,2,412,13,5.44,0,670,674,11,0,0,15688,79.2,12,0,0,2011/3/6,5,1,0,4,7,7,4,5,1,9,10,7,11,0,0,0,4
99647,99647,5000,3,11.99,166.05,B,B5,475,1 year,0,26000,1,2014/12/1,0,0,253,21,15.84,0,680,684,10,0,0,3892,49.9,20,1,0,2011/3/7,0,1,0,2,3,3,2,3,13,4,6,3,10,0,0,0,3
706907,706907,20000,3,16.99,712.96,D,D3,19509,< 1 year,1,90000,2,2015/6/1,1,0,471,42,30.92,0,670,674,22,0,0,28623,64,46,1,0,2011/3/8,0,1,0,8,19,19,9,12,10,19,36,18,22,,0,0,2
154077,154077,15000,3,12.99,505.34,C,C2,161,< 1 year,1,58280,1,2016/3/1,0,4,467,5,21.07,0,670,674,11,2,1,9815,42.7,23,1,0,2011/3/9,4,1,4,2,5,5,4,7,7,9,15,5,10,0,0,0,4
632873,632873,5000,3,16.99,178.24,D,D1,1661,10+ years,0,67000,2,2014/2/1,0,2,141,13,1.38,1,695,699,4,0,0,2453,25.6,6,1,0,2011/3/10,5,1,0,3,4,4,3,4,0,4,5,4,4,0,0,0,0
345274,345274,20000,3,20.39,747.26,D,D4,37366,10+ years,1,80000,1,2018/6/1,0,0,405,2,23.58,2,720,724,10,0,0,12361,38,32,0,1,2011/3/11,0,1,0,1,3,3,2,9,15,5,17,3,10,0,0,0,3
583107,583107,13000,3,12.49,434.84,B,B4,2529,4 years,0,67000,1,2014/3/1,0,0,290,18,15.73,0,730,734,13,1,1,6314,24.7,30,1,0,2011/3/12,0,1,0,3,6,6,3,12,4,9,23,6,13,0,0,0,3
52897,52897,21000,3,13.99,717.63,C,C4,78528,3 years,1,115000,1,2015/5/1,0,0,57,9,19.26,0,660,664,10,0,0,24969,72.2,26,1,0,2011/3/13,0,1,0,3,6,6,5,12,8,8,18,6,10,0,0,0,3
390872,390872,22200,3,14.3,761.99,C,C1,110439,2 years,0,51000,1,2013/10/1,0,0,63,14,9.53,0,680,684,7,0,0,18395,88.4,11,1,0,2011/3/14,27837,1,0,3,5,5,4,5,1,6,9,5,7,0,0,0,1
191700,191700,23000,5,12.29,515,C,C1,427,10+ years,0,51000,1,2015/5/1,0,0,121,14,21.11,0,735,739,8,0,0,18559,54.6,10,0,0,2011/3/15,0,1,0,3,4,4,3,3,1,6,6,4,8,0,0,0,1
238640,238640,6625,3,7.9,207.3,A,A4,54,,0,22580,2,2012/8/1,0,0,108,21,8.88,0,715,719,5,0,0,6530,71,13,1,0,2011/3/16,0,1,,,,,4,,,,,,5,,,,
80183,80183,34725,3,16.99,1237.87,D,D3,1252,4 years,0,284000,2,2015/9/1,1,0,463,48,22.95,0,690,694,18,0,0,49521,43.8,29,1,0,2011/3/17,0,1,0,3,6,6,4,4,14,7,9,6,18,0,0,0,5
291756,291756,16000,5,15.99,389.01,C,C5,199,5 years,0,85000,0,2016/10/1,0,0,418,45,9.69,0,670,674,12,2,2,9914,32.4,62,0,0,2011/3/18,0,1,0,4,6,6,5,16,20,10,29,6,12,0,0,0,4
262898,262898,40000,5,16.91,992.17,C,C5,54,< 1 year,0,116472,0,2018/11/1,0,3,4,3,1.26,0,775,779,10,0,0,7953,6.4,26,0,0,2011/3/19,3,1,0,3,4,4,8,11,6,9,12,4,10,0,0,0,2
406288,406288,21000,5,13.66,484.94,C,C3,38,5 years,0,56037.12,1,2014/12/1,0,3,53,19,23.95,0,685,689,9,0,0,40823,92.2,23,0,0,2011/3/20,3,1,0,3,6,6,3,3,10,6,10,6,9,0,0,0,0
251383,251383,24975,5,8.99,518.32,B,B1,66417,10+ years,2,79999,1,2016/8/1,0,0,520,24,13.78,0,715,719,12,0,0,16226,51.3,35,1,0,2011/3/21,0,1,0,5,8,8,5,8,8,10,21,8,12,0,0,0,2
769712,769712,10000,3,7.89,312.86,A,A5,39695,2 years,0,80000,1,2016/2/1,0,0,168,22,14.09,0,670,674,12,1,1,10230,45.5,28,0,0,2011/3/22,0,1,0,2,4,4,2,7,12,5,13,4,12,0,0,0,3
62070,62070,24000,3,9.16,764.99,B,B2,8373,1 year,0,144000,0,2016/5/1,0,2,91,7,12.43,0,730,734,11,0,0,18684,36,26,0,0,2011/3/23,5,1,0,6,7,7,7,11,10,9,16,7,11,0,0,0,2
345017,345017,10000,3,11.39,329.24,B,B3,20092,10+ years,2,100000,0,2017/4/1,0,0,74,30,9.2,0,690,694,8,0,0,14396,24.7,19,1,0,2011/3/24,0,1,0,4,4,4,6,12,1,6,17,4,8,0,0,0,2
768124,768124,13000,3,10.99,425.55,B,B3,54,,0,70000,2,2014/5/1,0,4,260,21,20.44,0,680,684,10,0,0,14439,58.7,19,0,0,2011/3/25,4,1,1,5,5,5,7,10,5,7,12,5,10,0,0,0,2
2631,2631,5000,3,19.99,185.8,D,D4,260,10+ years,0,59000,2,2016/8/1,0,6,94,27,19.24,0,675,679,15,0,0,5961,33.1,87,0,0,2011/3/26,7,1,4,1,4,4,2,9,57,10,22,4,15,0,0,0,8
772299,772299,22875,3,29.69,967.2,F,F2,139807,3 years,1,52000,2,2017/6/1,0,0,136,8,30.69,0,690,694,12,0,0,9844,58.2,20,1,0,2011/3/27,0,1,0,4,7,7,5,6,5,8,14,7,12,0,0,0,3
470110,470110,15000,3,8.18,471.3,B,B1,30078,6 years,0,72000,0,2015/10/1,0,4,211,19,11.25,0,700,704,18,0,0,16916,50.8,26,0,0,2011/3/28,4,1,0,3,6,6,4,8,7,11,17,6,18,0,0,0,0
654299,654299,20000,3,5.32,602.3,A,A1,3032,1 year,0,40000,1,2016/4/1,1,4,377,11,10.83,0,695,699,6,0,0,3975,31.8,25,0,0,2011/3/29,4,1,0,3,3,3,3,6,16,3,8,3,6,0,0,0,1
132008,132008,14500,5,10.15,309.16,B,B2,11159,10+ years,1,150000,1,2014/6/1,0,4,144,5,14,0,730,734,9,0,0,20045,48.9,40,1,0,2011/3/30,4,1,0,2,2,2,5,8,18,5,14,2,9,0,0,0,2
485900,485900,9000,3,6.68,276.58,A,A3,5045,< 1 year,0,100000,0,2015/5/1,0,0,459,8,20.17,0,805,809,8,0,0,168245,13.6,12,0,0,2011/3/31,0,1,0,1,4,4,3,5,3,6,8,4,8,0,0,0,0
548531,548531,5000,3,9.17,159.4,B,B2,26531,7 years,0,55000,0,2015/7/1,0,2,89,3,11.13,0,660,664,25,1,1,14792,60.4,38,1,0,2011/4/1,5,1,0,6,11,11,7,8,23,13,14,11,25,0,0,0,1
705692,705692,10750,3,9.17,342.7,B,B2,60418,2 years,1,55000,1,2015/6/1,0,0,177,26,18.5,0,675,679,23,0,0,8010,51.3,31,1,0,2011/4/2,0,1,1,4,5,5,4,5,24,6,7,5,23,0,0,0,1
693462,693462,15000,3,12.99,505.34,C,C2,286,< 1 year,1,36000,2,2016/3/1,0,4,156,18,7.3,0,680,684,2,0,0,10523,85.6,3,0,0,2011/4/3,4,1,0,2,2,2,2,2,1,2,2,2,2,0,0,0,0
267056,267056,5600,3,13.59,190.29,C,C2,1430,3 years,1,28000,1,2017/8/1,1,0,35,14,15.52,0,685,689,4,0,0,1476,86.8,5,1,0,2011/4/4,0,1,0,2,2,2,2,2,3,2,2,2,4,0,0,0,1
306981,306981,12000,3,12.79,403.12,C,C1,2250,6 years,1,57595,0,2016/9/1,0,0,275,8,30.65,0,695,699,6,0,0,12171,96.6,24,0,0,2011/4/5,0,1,0,2,3,3,2,7,10,3,14,3,6,0,0,0,1
723566,723566,11200,5,12.29,250.79,C,C1,54,,2,58932,2,2015/8/1,0,4,242,8,15.07,0,670,674,8,0,0,13885,63,45,1,0,2011/4/6,4,1,0,3,5,5,18,19,2,5,40,5,6,,0,0,3
406189,406189,35000,5,21.15,949.83,E,E2,232216,9 years,0,115000,2,2013/9/1,1,2,347,14,14.6,0,725,729,5,0,0,14151,74.1,6,0,0,2011/4/7,5,1,0,2,3,3,2,2,2,3,3,3,5,0,0,0,1
549860,549860,15000,3,11.53,494.86,B,B5,62762,10+ years,1,98000,1,2015/7/1,0,0,202,27,9.71,0,700,704,10,0,0,1992,43.3,40,1,0,2011/4/8,0,1,0,0,1,1,0,3,31,4,8,1,10,0,0,0,3
82292,82292,18000,3,12.99,606.41,C,C2,170688,10+ years,0,62000,0,2014/12/1,0,0,125,9,27.8,1,685,689,12,0,0,28885,65.6,33,1,0,2011/4/9,0,1,1,4,7,7,6,14,3,11,25,7,12,0,0,1,1
194715,194715,23850,3,6.62,732.29,A,A2,282143,7 years,0,104500,2,2013/8/1,0,0,107,30,15.55,0,740,744,14,0,0,7276,24.4,44,1,0,2011/4/10,0,1,0,2,3,3,6,16,11,9,25,3,14,0,0,0,3
585604,585604,5000,3,9.49,160.15,B,B2,359738,< 1 year,1,28000,1,2016/8/1,0,0,2,2,15.3,0,695,699,10,0,0,4903,38.9,11,1,0,2011/4/11,0,1,0,3,5,5,3,3,5,5,5,5,10,0,0,0,1
30610,30610,24000,3,13.99,820.15,C,C3,32,3 years,1,88017,0,2017/3/1,1,2,51,13,1.43,0,755,759,6,0,0,3570,13.8,10,0,0,2011/4/12,5,1,0,2,4,4,3,3,1,6,9,4,6,0,0,0,1
692474,692474,28800,3,12.99,970.25,C,C2,47177,2 years,0,85000,0,2016/3/1,1,0,186,9,9.56,0,660,664,9,1,0,12010,59.8,13,0,0,2011/4/13,0,1,1,4,7,7,4,5,4,8,9,7,9,0,0,0,2
294523,294523,4000,3,11.99,132.84,C,C1,582,< 1 year,1,26000,0,2016/2/1,0,0,324,10,26.04,0,660,664,5,0,0,4127,80.9,5,0,0,2011/4/14,0,1,0,3,3,3,3,3,2,3,3,3,5,0,0,0,1
607497,607497,21000,3,6.03,639.15,A,A1,2834,6 years,0,120360,1,2013/10/1,0,0,146,23,10.12,0,755,759,5,0,0,12284,37.8,25,0,0,2011/4/15,29818,1,0,2,2,2,2,5,14,2,9,2,5,0,0,0,0
333139,333139,15000,3,8.19,471.37,A,A5,1833,3 years,0,125000,1,2015/1/1,1,4,386,19,13.84,0,725,729,13,1,1,11649,22.1,24,0,0,2011/4/16,4,1,0,3,8,8,4,6,8,9,13,8,13,0,0,0,3
723109,723109,8000,3,7.99,250.66,A,A5,254208,5 years,1,45000,0,2017/1/1,0,0,324,10,4.89,0,730,734,3,0,0,8365,50.1,10,0,0,2011/4/17,0,1,0,3,3,3,3,4,2,3,8,3,3,0,0,0,2
562605,562605,19200,5,18.99,497.96,D,D3,32,4 years,0,108000,2,2017/2/1,0,0,235,8,12.53,0,705,709,11,0,0,13804,59,17,0,0,2011/4/18,0,1,0,4,7,7,4,6,3,8,11,7,11,0,0,0,3
340647,340647,20000,5,26.3,602.37,E,E5,54,,0,52000,0,2017/7/1,1,2,692,9,23.49,0,760,764,18,0,0,8083,11.4,34,0,0,2011/4/19,5,1,0,4,7,7,8,14,8,15,23,7,18,0,0,0,7
532722,532722,35000,5,16.29,856.54,D,D2,807,7 years,0,120000,1,2014/10/1,1,0,225,18,8.49,2,660,664,14,0,0,22864,66.1,33,0,0,2011/4/20,0,1,0,6,7,7,9,24,3,12,29,7,14,0,0,0,0
770983,770983,20000,5,13.67,461.96,C,C4,55,10+ years,0,55625,1,2015/12/1,0,4,356,32,9.9,0,710,714,5,0,0,7190,81.7,8,0,0,2011/4/21,4,1,0,1,2,2,1,1,4,2,2,2,5,0,0,0,1
499306,499306,20000,3,12.99,673.79,C,C1,185010,10+ years,0,70000,1,2014/9/1,0,4,240,21,15.31,0,670,674,8,0,0,28081,70.7,13,0,0,2011/4/22,4,1,0,3,6,6,4,6,2,7,11,6,8,0,0,0,2
47326,47326,20000,5,15.31,479.06,C,C5,32,4 years,0,46000,1,2016/3/1,0,0,235,8,16.07,0,735,739,7,0,0,10892,36.3,14,0,0,2011/4/23,0,1,0,3,4,4,4,5,6,5,6,4,7,0,0,0,3
228661,228661,4600,3,8.46,145.13,A,A5,38,5 years,2,60000,0,2018/8/1,0,0,62,13,22.22,0,770,774,12,0,0,4876,17,57,0,0,2011/4/24,0,1,0,3,5,5,4,15,25,6,32,5,12,0,0,0,1
665586,665586,15000,3,14.09,513.33,B,B5,317643,7 years,1,76796,0,2013/2/1,0,0,124,13,19.11,0,665,669,20,0,0,27985,66.2,28,1,0,2011/4/25,0,1,0,7,11,11,9,13,3,17,24,11,20,0,0,0,3
697348,697348,18000,3,12.49,602.08,B,B5,132,10+ years,2,66000,1,2014/7/1,1,0,409,11,30.87,0,695,699,11,0,0,6127,75.6,18,1,0,2011/4/26,0,1,0,7,7,7,7,9,9,7,9,7,11,0,0,0,2
734436,734436,4750,3,10.99,155.49,B,B2,188,1 year,1,18000,2,2013/12/1,0,4,104,23,12.67,0,710,714,12,0,0,6713,31.8,15,1,0,2011/4/27,4,1,0,2,5,5,6,8,2,10,13,5,12,0,0,0,3
382490,382490,5000,3,12.29,166.77,C,C1,28585,1 year,1,22000,1,2015/10/1,0,3,250,37,17.84,0,700,704,18,0,0,2659,47.5,18,0,0,2011/4/28,3,1,0,1,4,4,1,1,14,4,4,4,18,0,0,0,2
260215,260215,20000,3,7.9,625.81,A,A4,259450,7 years,0,65000,1,2013/11/1,0,0,72,10,23.87,0,745,749,16,0,0,109228,29.4,32,0,0,2011/4/29,22504,1,0,5,8,8,10,17,5,13,23,8,16,0,0,0,0
421083,421083,13000,5,13.49,299.07,C,C2,54,,0,64000,0,2016/11/1,0,4,456,21,10.84,0,685,689,8,0,0,10878,62.5,37,0,0,2011/4/30,4,1,6,3,4,4,4,19,4,8,32,4,8,0,0,0,2
67988,67988,5825,3,20.49,217.94,E,E1,309617,1 year,1,21000,0,2013/3/1,0,5,654,18,18.69,0,660,664,10,0,0,15348,77.1,22,1,0,2011/5/1,45137,1,0,8,9,9,8,16,0,10,20,9,10,0,0,0,2
119826,119826,30800,5,20.75,828.92,E,E2,82,10+ years,2,70000,1,2016/2/1,0,0,181,42,30.53,0,705,709,14,0,0,48169,70.8,32,0,0,2011/5/2,0,1,0,6,7,7,7,10,11,10,16,7,14,0,0,0,2
310710,310710,16000,5,13.67,369.57,C,C3,5383,10+ years,1,80000,1,2016/3/1,0,4,371,7,17.25,0,665,669,13,1,1,8109,52.3,36,0,0,2011/5/3,4,1,0,5,7,7,6,12,6,9,25,7,13,0,0,0,3
359661,359661,7300,3,19.22,268.41,D,D4,257105,4 years,1,48500,1,2013/12/1,0,0,377,11,4.11,0,695,699,3,0,0,6401,68.1,5,1,0,2011/5/4,77,1,0,2,2,2,3,4,0,3,4,2,3,0,0,0,0
692736,692736,5000,3,5.32,150.58,A,A1,46296,10+ years,1,80000,0,2015/7/1,0,0,31,2,26.28,0,700,704,14,0,0,11325,50.3,40,0,0,2011/5/5,0,1,0,4,8,8,5,8,21,10,16,8,14,0,0,0,0
99952,99952,6000,3,13.44,203.44,C,C3,24690,10+ years,1,27000,2,2016/1/1,0,0,31,2,6.67,0,685,689,8,1,1,4288,36.6,24,0,0,2011/5/6,0,1,0,1,6,6,1,11,1,8,23,6,8,0,0,0,3
497735,497735,12000,3,16.59,425.39,D,D1,54,10+ years,1,62000,2,2014/3/1,0,0,44,26,18.56,0,670,674,19,2,0,33306,58.3,34,0,0,2011/5/7,0,1,0,11,12,12,14,25,0,19,34,12,19,0,0,0,0
513198,513198,13200,3,14.46,454.1,C,C4,184,4 years,1,30000,1,2016/4/1,1,0,253,21,4.44,0,685,689,7,0,0,7645,59.3,15,1,0,2011/5/8,0,1,0,4,4,4,5,8,3,7,12,4,7,0,0,0,1
433688,433688,10000,3,9.91,322.25,B,B1,218779,3 years,1,31200,1,2011/12/1,0,0,141,13,14.81,0,710,714,13,0,0,5540,27,19,1,0,2011/5/9,624,1,,,,,,,,,,,,,,,
222397,222397,39350,3,7.21,1218.8,A,A3,320,< 1 year,1,155000,1,2017/6/1,1,0,358,21,7.33,0,730,734,10,1,0,11673,22.5,18,0,0,2011/5/10,0,1,0,3,3,3,5,7,4,9,14,3,10,0,0,0,0
